"Level","#","Label","Definition","Correct","Attempts","Score %","Part of Speech","Gender"
15,22,"Le temple
un temple
temple","Temple",,,,"noun","masc"
15,23,"Le templier","Templar",,,,,
15,24,"Trouver","To find
find
to find out
find out",,,,"verb",
15,25,"Joli
jolie","Pretty (Adj)",,,,"adjective",
15,26,"Mignon","Cute (of a baby, an animal, etc.); cute (sexually attractive) (Adj)",,,,,
15,27,"Le théâtre
un théâtre
théâtre","Theatre (venue for performing plays and drama)
theater",,,,"noun","masc"
15,28,"Le restaurant
un restaurant
restaurant","Restaurant",,,,"noun","masc"
15,29,"La restauration
restauration
une restauration","Restoration",,,,"noun","fem"
15,30,"Restaurer","To restore; (reflexive) to dine, to eat
restore",,,,"verb",
15,31,"La banque
une banque
banque","Bank",,,,"noun","fem"
15,32,"Le resto","(colloquial) resto, restaurant",,,,,
15,33,"Le bistro","Bistro",,,,,
15,34,"Le marché
un marché
marché","Market",,,,"noun","masc"
15,35,"L'hypermarché","Hypermarket",,,,,
15,36,"Le supermarché
un supermarché
supermarché","Supermarket",,,,"noun","masc"
15,37,"Bon marché","Cheap, inexpensive (Adj) (Bon ma…)",,,,,
15,38,"À côté de","Next to (preposition)",,,,,
15,39,"Simplement","Simply, just (Adv)",,,,"adverb",
15,40,"L'école
une école
école","School",,,,"noun","fem"
15,41,"L'écolier","Schoolboy; (historical) (university) student (especially in the Middle Ages) (Éc…)",,,,,
15,42,"Le trottoir
un trottoir
trottoir","Sidewalk, pavement",,,,"noun","masc"
15,43,"Faire le trottoir","(figuratively) to act as a prostitute (Fai…le trot…)",,,,,
15,44,"Le lieu
un lieu
lieu","Place (Li...)",,,,"noun","masc"
15,45,"Le cinéma
un cinéma
cinéma","Cinema (The art of making movies, the movie industry, or a movie theatre) (C...)",,,,"noun","masc"
15,46,"La halle","Hall; covered market or similar building (H…)",,,,,
15,47,"Les Halles","Les Halles, Paris's former central fresh food market. It was demolished in 1971 and replaced by the Forum des Halles, a modern shopping mall built largely underground",,,,,
15,48,"La page
une page
page","Page",,,,"noun","fem"
15,49,"Retrouver","(transitive) To go back to, to return to (Retrou...)",,,,,
15,50,"La réponse
une réponse
réponse","Answer
response",,,,"noun","fem"
15,51,"Donner","To give
give",,,,"verb",
15,52,"Le square","Small public garden in the middle of a square (Sq…)",,,,,
15,53,"Localiser","To locate (L…)",,,,,
15,54,"L'aide-mémoire","Memory aid",,,,,
15,55,"Tout simplement","Quite simply (Tout sim…)",,,,,
15,56,"Madagascar","Madagascar (DOESN'T GO WITH DEFINITE ARTICLE)",,,,,
15,57,"En général","Generally, in general (Adv) (En gé…)",,,,,
15,58,"La campagne
une campagne
campagne","Countryside (C...)",,,,"noun","fem"
15,59,"La banlieue
une banlieue
banlieue","Suburbs, inner city
projects
council estate",,,,"noun","fem"
15,60,"Normalement","Normally (Adv)",,,,"adverb",
15,61,"Normal
normale","Normal (Adj)",,,,"adjective",
15,62,"Pendant","During (Preposition) (P...)",,,,"preposition",
15,63,"Le centre
un centre
centre","Center
center
middle",,,,"noun","masc"
15,64,"D'habitude","Usually (Adv) (D'h…)",,,,,
15,65,"Habituellement","Usually (Adv) (Hab...)",,,,"adverb",
15,66,"L'habitude","Habit",,,,,
15,67,"Légèrement","Lightly, gently, softly (Adv) (Lég...)",,,,"adverb",
15,68,"Léger
légère","Light (Adj) (Lég...)",,,,"adjective",
15,69,"Rentrer","To go back to, to return (Ren...)
go back to
return",,,,"verb",
15,70,"Le monde arabe","The Arab World (Le m…)",,,,,
16,1,"Lis","(First person singular present indicative form of lire)",,,,,
16,2,"Réaliser","To perform (activities, task); to realize (make real); to realize (become aware of) (Réa…)",,,,,
16,3,"L'émission
une émission
émission","Programme, show; emission",,,,"noun","fem"
16,4,"Le sionisme","Zionism",,,,,
16,5,"Offrir","To offer
offer",,,,"verb",
16,6,"Participer","To participate (in = à) (Par…)",,,,,
16,7,"Envoyer","To send
send",,,,"verb",
16,8,"Le concours
un concours
concours","Competition; (competitive) exam
competitive exam",,,,"noun","masc"
16,9,"Concourir","To compete (Conc…)",,,,,
16,10,"Le bulletin
bulletin
un bulletin","Bulletin; report",,,,"noun","masc"
16,11,"Tirer","To pull
pull",,,,"verb",
16,12,"Le tirage
un tirage
tirage","Draw, drawing (drawing lots)",,,,"noun","masc"
16,13,"Gagner","To win
win",,,,"verb",
16,14,"Adresser","To address
address",,,,"verb",
16,15,"L'adresse
une adresse
adresse","Address (the description of a location); dexterity, skill",,,,"noun","fem"
16,16,"E-mail-adresse","E-mail address (E-mail…)",,,,,
16,17,"L'invitation
une invitation
invitation","Invitation",,,,"noun","fem"
16,18,"Inviter","To invite
invite",,,,"verb",
16,19,"Le nombre","Number (The word nombre refers to a quantity or a mathematical concept, e.g. a number of items in a set, real numbers, complex numbers, etc.)",,,,,
16,20,"Le numéro","Number (refers to a label made of digits, e.g. a rank, a jersey number, a phone number or a winning lottery number.)",,,,,
16,21,"Le numéro de téléphone","Telephone number",,,,,
16,22,"L'âge
un âge
âge","Age",,,,"noun","masc"
16,23,"Âgé
âgée","Old, elderly (Adj) (Â...)",,,,"adjective",
16,24,"Le jeu
un jeu
jeu","Game; play (at a theatre)",,,,"noun","masc"
16,25,"Jouer","To play
play",,,,"verb",
16,26,"Les mesdames","(Plural of madame)",,,,,
16,27,"Les mesdemoiselles","(Plural of mademoiselle)",,,,,
16,28,"Bientôt","Soon (Adv)",,,,"adverb",
16,29,"Effectuer","To carry out (Ef...) (Think about to effect change)
carry out
to conduct
conduct",,,,"verb",
16,30,"Effectif","Real, actual (Adj) (Eff…)",,,,,
16,31,"Effectivement","Indeed (Adv) (Eff…)",,,,,
16,32,"En effet","Indeed (THIS DOES NOT TRANSLATE TO IN EFFECT) (ADV) (En eff…)",,,,,
16,33,"Le finaliste","Finalist (Can be masculine or feminine)",,,,,
16,34,"Le demi-finaliste","Semi-finalist (can be masculine or feminine)",,,,,
16,35,"La Gambie","Gambia",,,,,
16,36,"L'architecture","Architecture",,,,,
16,37,"Adorer","To love, to adore; (religion) to worship",,,,,
16,38,"La musique
une musique
musique","Music",,,,"noun","fem"
16,39,"La musique classique
une musique classique
musique classique","Classical music",,,,"noun","fem"
16,40,"Musiquer","To make music (Mu…)",,,,,
16,41,"Le rap","Rap (Music)",,,,,
16,42,"Le professeur
un professeur
professeur","Teacher; professor",,,,"noun","masc"
16,43,"Fêter","To celebrate (F...)
celebrate",,,,"verb",
16,44,"La fête
une fête
fête","Celebration, party; holiday
party",,,,"noun","fem"
16,45,"Le mari
un mari
mari","Husband",,,,"noun","masc"
16,46,"La femme
femme
une femme","Woman; wife",,,,"noun","fem"
16,47,"Marié","Married (Adj) (Ma…)",,,,,
16,48,"L'argent
argent","Money; silver",,,,"noun","masc"
16,49,"La passion
une passion
passion","Passion",,,,"noun","fem"
16,50,"Le cyclisme
un cyclisme
cyclisme","Cycling",,,,"noun","masc"
16,51,"Le vélo
un vélo
vélo","(usually informal) Bike, bicycle, cycle",,,,"noun","masc"
16,52,"La bicyclette","Bicycle",,,,,
16,53,"Assister","To assist; (intransitive, followed by à) to attend, to be present
assist",,,,"verb",
16,54,"Tunisien","Tunisian (Adj and noun)",,,,,
16,55,"La retraite
retraite
une retraite","Retirement",,,,"noun","fem"
16,56,"L'annonce
une annonce
annonce","Announcement",,,,"noun","fem"
16,57,"Annoncer","To announce
announce",,,,"verb",
16,58,"En direct","Directly; (idiomatic) live (in real time) (Adv) (En di…)",,,,,
16,59,"Associer","To associate",,,,,
16,60,"Environ","Approximately (Adv)
about
around",,,,"adverb",
16,61,"Le groupe
un groupe
groupe","Group",,,,"noun","masc"
16,62,"Le groupe de rock","Rock band",,,,,
16,63,"La photo
une photo
photo","Photo",,,,"noun","fem"
16,64,"La photographie
une photographie
photographie","Photography",,,,"noun","fem"
16,65,"Chaque","Each, every",,,,"adjective",
16,66,"Le candidat
un candidat
candidat","Candidate
applicant",,,,"noun","masc"
16,67,"L'étranger
un étranger
étranger","Foreigner",,,,"noun","masc"
16,68,"Étranger
étrangére","Foreign (Adj)",,,,"adjective",
16,69,"Le Louvre","The Louvre",,,,,
16,70,"La préposition","(Grammar) Preposition",,,,,
16,71,"Les noms de pays","The names of countries",,,,,
16,72,"Les États-Unis d'Amérique","The United States of America",,,,,
16,73,"La voyelle","Vowel",,,,,
16,74,"La consonne","Consonant",,,,,
16,75,"La semi-voyelle","Semivowel",,,,,
16,76,"Choisir","To choose
choose",,,,"verb",
16,77,"Le monument
un monument
monument","Monument",,,,"noun","masc"
16,78,"Deviner","To guess; to work out, figure out; to sense, perceive (Dev…)",,,,,
16,79,"Devoir","To have to (D...)
have to",,,,"verb",
16,80,"Les devoirs
devoirs
des devoirs","Homework
schoolwork",,,,"noun plural","masc"
16,81,"Lire","To read; (reflexive, se lire) to be read
read",,,,"verb",
16,82,"Écrire","To write
write
to write down
write down",,,,"verb",
16,83,"Suivant","Next, following (Adj) (Sui...)",,,,,
16,84,"Prochain
prochaine","Next, following (Adj) (Pr...)",,,,"adjective",
16,85,"Suivre","To follow (S...)
follow",,,,"verb",
16,86,"La culture
une culture
culture","Culture",,,,"noun","fem"
16,87,"Culturel
culturelle","Cultural (Adj)",,,,"adjective",
16,88,"Polonais
polonaise","Polish (Noun and adj)",,,,"adjective",
16,89,"La cafétéria","Cafeteria",,,,,
16,90,"Content
contente","Glad, happy (Adj)",,,,"adjective",
16,91,"Mécontent
mécontente","Discontented (Adj)",,,,"adjective",
16,92,"Le bébé
un bébé
bébé","Baby",,,,"noun","masc"
16,93,"Personnellement","Personally (Adv)",,,,"adverb",
17,1,"La baguette","Stick, rod, any long thin object; (food) baguette, French stick; chopstick; (music) drumstick; wand (magic wand); (Louisiana) barrel of a gun",,,,,
17,2,"Quelque","Some (Pronoun)",,,,,
17,3,"La carte
une carte
carte","Map; card",,,,"noun","fem"
17,4,"Dire","To say
say",,,,"verb",
17,5,"Le trèfle","Clover",,,,,
17,6,"L'Irlande","Ireland",,,,,
17,7,"L'île
une île
île","Island, isle",,,,"noun","fem"
17,8,"Le voisinage
un voisinage
voisinage","Neighbourhood
neighborhood
neighbours
neighbors",,,,"noun","masc"
17,9,"Le voisin
un voisin
voisin","Neighbor (male)
neighbor",,,,"noun","masc"
17,10,"Le flamenco","Flamenco",,,,,
17,11,"L'Espagne","Spain",,,,,
17,12,"Le parfum
un parfum
parfum","Perfume",,,,"noun","masc"
17,13,"Le Royaume-Uni","The United Kingdom",,,,,
17,14,"Les spaghettis","Spaghetti",,,,,
17,15,"L'acropole d'Athènes","The Acropolis of Athens",,,,,
17,16,"Athènes","Athens (I think this doesn't go with a definite article)",,,,,
17,17,"Le kilomètre
un kilomètre
kilomètre","Kilometer",,,,"noun","masc"
17,18,"Le mètre
un mètre
mètre","Meter",,,,"noun","masc"
17,19,"La distance
une distance
distance","Distance",,,,"noun","fem"
17,20,"Le chiffre
un chiffre
chiffre","Number, numeral, character, figure (Ch...)",,,,"noun","masc"
17,21,"Entre","Between; among (Preposition)",,,,"preposition",
17,22,"Varsovie","Warsaw",,,,,
17,23,"L'habitant
un habitant
habitant","Inhabitant",,,,"noun","masc"
17,24,"La région
région
une région","Region",,,,"noun","fem"
17,25,"Superficiel
superficielle","Superficial (Adj)",,,,"adjective",
17,26,"La superficie","Area (amount of 2-dimensional space); surface",,,,,
17,27,"Le symbole
un symbole
symbole","Symbol",,,,"noun","masc"
17,28,"Symbolique","Symbolic (Adj)",,,,"adjective",
17,29,"Le salaire minimum","Minimum wage",,,,,
17,30,"Le texte
un texte
texte","Text",,,,"noun","masc"
17,31,"L'an","Year (short version)",,,,,
17,32,"L'expérience
une expérience
expérience","Experience; experiment, trial, test",,,,"noun","fem"
17,33,"Même","Same (Adj)",,,,"adj, adverb",
17,34,"Car","As, since, because, for (Conjunction) (Ca…)",,,,,
17,35,"Le frère
un frère
frère","Brother",,,,"noun","masc"
17,36,"L'enfant
un enfant
enfant","Child",,,,"noun","masc"
17,37,"Le perroquet
un perroquet
perroquet","Parrot",,,,"noun","masc"
17,38,"Le singe
un singe
singe","Monkey",,,,"noun","masc"
17,39,"Le chanteur
un chanteur
chanteur","Singer",,,,"noun","masc"
17,40,"Le caractère
un caractère
caractère","Nature, character",,,,"noun","masc"
17,41,"Les animaux","(masculine plural of animal)",,,,,
17,42,"L'animal
un animal
animal","Animal",,,,"noun","masc"
17,43,"Domestique","Domestic (Adj)",,,,"adjective",
17,44,"Les animaux domestiques","Domestique animals",,,,,
17,45,"La baby-sitter","Babysitter",,,,,
17,46,"Mauvais
mauvaise","Bad (Adj)",,,,"adjective",
17,47,"Le rendez-vous","Date; rendezvous; appointment (R…)",,,,,
17,48,"En retard","Late (Adj) (En r...)",,,,"adverb",
17,49,"À l'avance","Early (Adj) (À l'a…)",,,,,
17,50,"La bonne excuse","Good excuse",,,,,
17,51,"L'excuse","Excuse",,,,,
17,52,"Excuser","To excuse
excuse",,,,"verb",
17,53,"Selon","According to (Preposition)",,,,"preposition",
17,54,"La viande
une viande
viande","Meat",,,,"noun","fem"
17,55,"En été","In the summer",,,,,
17,56,"Épargner","To save (money, time) (Ép...)
save money
to save up
save up",,,,"verb",
17,57,"Économiser","To save (Money) (Éc...)
save
to save up
save up",,,,"verb",
17,58,"L'économie
une économie
économie","Economics; economy",,,,"noun","fem"
17,59,"Accumuler","To accumulate
accumulate
to add up
add up",,,,"verb",
17,60,"Voyager en bus","To travel by bus (V…en b…)",,,,,
17,61,"Le train
un train
train","Train",,,,"noun","masc"
17,62,"Voyager en train","To travel by train",,,,,
17,63,"Voyager en voiture","To travel by car",,,,,
17,64,"Voyager à pied","To travel by foot",,,,,
17,65,"Voyager en avion","To travel by plane",,,,,
17,66,"Le permis de conduire","Driving license",,,,,
17,67,"Le conducteur
un conducteur
conducteur","Driver (C...)",,,,"noun","masc"
17,68,"Conduire","To drive (a vehicle) (Con…)",,,,,
17,69,"Le pèlerinage","Pilgrimage",,,,,
17,70,"Héberger","To house, accommodate (Héb…)",,,,,
17,71,"L'auberge","Hostel; (slang) prison (Aub…)",,,,,
17,72,"L'auberge de jeunesse","Youth hostel",,,,,
17,73,"La carte postale","Postcard",,,,,
17,74,"La carte de vœux","Greeting card",,,,,
17,75,"Le degré
un degré
degré","Degree",,,,"noun","masc"
17,76,"Hier","Yesterday (Adv)",,,,"adverb",
17,77,"Avant-hier","The day before yesterday (Adv)",,,,,
17,78,"Après-demain","The day after tomorrow (Adv)",,,,,
17,79,"Le retour
un retour
retour","Return",,,,"noun","masc"
17,80,"Retourner","To return, go back
return
go back",,,,"verb",
17,81,"Embrasser","To kiss; (dated) to hug, embrace (affectionately wrap one's arms around another) (Emb...)
kiss",,,,"verb",
17,82,"L'ambassade
une ambassade
ambassade","Embassy",,,,"noun","fem"
17,83,"Le bisou
un bisou
bisou","Kiss (friendly kiss)",,,,"noun","masc"
17,84,"Magnifique","Magnificent (Adj)",,,,"adjective",
17,85,"Le collègue
un collègue
collègue","Colleague (can be male or female)",,,,"noun","masc"
17,86,"Confortable","Comfortable (Adj)
comfy",,,,"adjective",
17,87,"Imaginer","To imagine
imagine",,,,"verb",
17,88,"Se promener","To take a walk (Se prom…)",,,,,
17,89,"Faire une promenade","To take a walk (Faire une pr...)",,,,,
17,90,"Visiter","To visit
visit",,,,"verb",
17,91,"Les adjectifs démonstratifs","Demonstrative pronouns",,,,,
17,92,"La plage
une plage
plage","Beach",,,,"noun","fem"
17,93,"Le paysage
un paysage
paysage","Countryside; landscape (P...)",,,,"noun","masc"
17,94,"Le paysan
un paysan
paysan","Farmer, countryman; peasant",,,,"noun","masc"
17,95,"La lumière
une lumière
lumière","Light",,,,"noun","fem"
17,96,"Le ciel
un ciel
ciel","Sky",,,,"noun","masc"
18,1,"Le soleil
un soleil
soleil","Sun",,,,"noun","masc"
18,2,"Célèbre","Famous (Adj) (C…)",,,,,
18,3,"Le siècle
un siècle
siècle","Century",,,,"noun","masc"
18,4,"La fleur
une fleur
fleur","Flower",,,,"noun","fem"
18,5,"La fenêtre
fenêtre
une fenêtre","Window",,,,"noun","fem"
18,6,"Riche","Rich (Adj)",,,,"adjective",
18,7,"La cantine","Canteen (small cafeteria or snack bar)",,,,,
18,8,"L'Écosse","Scotland",,,,,
19,1,"Rose","Pink (Adj)",,,,"adjective",
19,2,"Orange","Orange (Adj)",,,,,
19,3,"Rouge","Red (Adj)",,,,"adjective",
19,4,"Blanc
blanche","White (Adj)",,,,"adjective",
19,5,"Gris
grise","Grey (Adj)",,,,"adjective",
19,6,"Noir
noire","Black (Adj)",,,,"adjective",
19,7,"Brun","Brown (Adj) (B…)",,,,,
19,8,"Cramoisi","Crimson (Adj)",,,,,
19,9,"Jaune","Yellow (Adj)",,,,"adjective",
19,10,"Vert
verte","Green (Adj)",,,,"adjective",
19,11,"Cyan","Cyan (Adj)",,,,,
19,12,"Azur","Azure (blue) (Adj)",,,,,
19,13,"Bleu
bleue","Blue (Adj)",,,,"adjective",
19,14,"Violet","Violet (Adj)",,,,,
19,15,"Magenta","Magenta (Adj)",,,,,
19,16,"Pourpre","Burgundy (purple color) (Adj) (Pou…)",,,,,
19,17,"Doré","Golden (Adj)",,,,,
20,1,"Fais","(First-person singular present indicative of faire)",,,,,
20,2,"Fais","(Second-person singular present indicative of faire)",,,,,
20,3,"Fait","(Third-person singular present indicative of faire)",,,,,
20,4,"Faisons","(First-person plural present indicative of faire)",,,,,
20,5,"Faites","(Second-person plural present indicative of faire)",,,,,
20,6,"Font","(Third-person plural present indicative of faire)",,,,,
21,1,"En Tchéquie","Tchéquie",,,,,
21,2,"Aux Pays-Bas","Les Pays-Bas",,,,,
21,3,"En Albanie","Albanie",,,,,
21,4,"À Chypre","Chypre",,,,,
21,5,"En Autriche","Autriche",,,,,
21,6,"En France","France",,,,,
21,7,"En Allemagne","Allemagne",,,,,
21,8,"En Croatie","Croatie",,,,,
21,9,"Au Danemark","Danemark",,,,,
21,10,"En Belgique","Belgique",,,,,
21,11,"En Finlande","Finlande",,,,,
21,12,"En Grèce","Grèce",,,,,
21,13,"À Monaco","Monaco",,,,,
21,14,"En Hongrie","Hongrie",,,,,
21,15,"En Islande","Islande",,,,,
21,16,"En Irlande","Irlande",,,,,
21,17,"Au Portugal","Portugal",,,,,
21,18,"En Russie","Russie",,,,,
21,19,"En Italie","Italie",,,,,
21,20,"En Serbie","Serbie",,,,,
21,21,"En Espagne","Espagne",,,,,
21,22,"En Suède","Suède",,,,,
21,23,"En Suisse","Suisse",,,,,
21,24,"Au Royaume-Uni","Royaume-Uni",,,,,
22,1,"Gros","Fat (Adj)",,,,,
22,2,"Bas","Low (Adj)",,,,,
22,3,"Long
longue","Long (Adj) (L...)
lengthy",,,,"adjective",
22,4,"Intéressant","Interesting (Adj)",,,,,
22,5,"Chaud","Hot (Adj) (Ch…)",,,,,
22,6,"Simple","Simple (Adj)",,,,,
22,7,"Stupide","Stupid (Adj)",,,,,
22,8,"Gentil","Helpful, kind (Adj) (G…)",,,,,
22,9,"Fou","Mad, crazy (Adj) (F…)",,,,,
22,10,"Élancé","Slender (Adj) (É…)",,,,,
22,11,"Le fils","Son (F…)",,,,,
22,12,"Rond","Round (Adj)",,,,,
22,13,"Égal","Equal (Adj)",,,,,
22,14,"Agréable","Pleasurable, nice, pleasant, agreeable (Adj)",,,,,
22,15,"Mignon","Cute (of a baby, an animal, etc.); cute (sexually attractive) (Adj)",,,,,
22,16,"Végétarien","Vegetarian (Adj)",,,,,
22,17,"Nigérien","Nigerien (from or pertaining to Niger) (Adj)",,,,,
22,18,"Généreux","Generous (Adj)",,,,,
22,19,"Indécis","Undecided (Adj)",,,,,
22,20,"Précis","Precise, exact (Adj)",,,,,
22,21,"Normal
normale","Normal (Adj)",,,,"adjective",
22,22,"Bruyant","Noisy (Adj)",,,,,
22,23,"Sage","Wise (Adj)",,,,,
22,24,"Frais","Fresh; cool (Adj)",,,,,
22,25,"Sportif","Athletic (Adj) (S...)",,,,,
22,26,"Doux","Sweet (Adj)",,,,,
22,27,"Créatif","Creative (Adj)",,,,,
22,28,"Réel","Real (Adj)",,,,,
22,29,"Joyeux","Joyful, happy (Adj)",,,,,
22,30,"Athlétique","Athletic (Adj) (A…)",,,,,
22,31,"Mince","Thin, skinny (Adj) (M…)",,,,,
22,32,"Petit","Small (Adj)",,,,,
22,33,"Dynamique","Dynamique (Adj)",,,,,
22,34,"Timide","Timid, shy (Adj) (T…)",,,,,
22,35,"Cultivé","(usually of a person) cultured; cultivated (C…)",,,,,
22,36,"Aventurier","Adventurous (Adj)",,,,,
22,37,"Autoritaire","Authoritative, bossy (Adj)",,,,,
22,38,"Calme","Calm (Adj) (C…)",,,,,
22,39,"Élégant","Elegant (Adj)",,,,,
22,40,"Romantique","Romantic (Adj) (R…)",,,,,
22,41,"Optimiste","Optimistic (Adj)",,,,,
22,42,"Sympathique","Nice, kind, friendly, likeable (Adj) (Sy…)",,,,,
22,43,"Intelligent","Intelligent (Adj)",,,,,
22,44,"Sérieux","Serious (Adj)",,,,,
22,45,"Sincère","Sincere (Adj)",,,,,
22,46,"Sortir","To exit, go out (S…)",,,,,
23,1,"Grosse","Gros",,,,,
23,2,"Basse","Bas",,,,,
23,3,"Longue","Long",,,,,
23,4,"Intéressante","Intéressant",,,,,
23,5,"Chaude","Chaud",,,,,
23,6,"Simple","Simple",,,,,
23,7,"Stupide","Stupide",,,,,
23,8,"Gentille","Gentil",,,,,
23,9,"Folle","Fou",,,,,
23,10,"Élancée","Élancé",,,,,
23,11,"Ronde","Rond",,,,,
23,12,"Égale","Égal",,,,,
23,13,"Agréable","Agréable",,,,,
23,14,"Mignonne","Mignon",,,,,
23,15,"Végétarienne","Végétarien",,,,,
23,16,"Nigérienne","Nigérien",,,,,
23,17,"Généreuse","Généreux",,,,,
23,18,"Indécise","Indécis",,,,,
23,19,"Précise","Précis",,,,,
23,20,"Normale","Normal",,,,,
23,21,"Bruyante","Bruyant",,,,,
23,22,"Sage","Sage",,,,,
23,23,"Fraîche","Frais (The circumflex is not 100% necessary)",,,,,
23,24,"Sportive","Sportif",,,,,
23,25,"Douce","Doux",,,,,
23,26,"Créative","Créatif",,,,,
23,27,"Réelle","Réel",,,,,
23,28,"Joyeuse","Joyeux",,,,,
23,29,"Athlétique","Athlétique",,,,,
23,30,"Mince","Mince",,,,,
23,31,"Petite","Petit",,,,,
23,32,"Dynamique","Dynamique",,,,,
23,33,"Timide","Timide",,,,,
23,34,"Cultivée","Cultivé",,,,,
23,35,"Aventurière","Aventurier",,,,,
23,36,"Autoritaire","Autoritaire",,,,,
23,37,"Calme","Calme",,,,,
23,38,"Élégante","Élégant",,,,,
23,39,"Romantique","Romantique",,,,,
23,40,"Optimiste","Optimiste",,,,,
23,41,"Sympathique","Sympathique",,,,,
23,42,"Intelligente","Intelligent",,,,,
23,43,"Sincère","Sincère",,,,,
23,44,"Sérieuse","Sérieux",,,,,
23,45,"Grecque","Grec",,,,,
23,46,"Turque","Turc",,,,,
24,1,"C'est un bon début.","It's a good start.",,,,,
24,2,"Je m'interesse à…","I am interested in…",,,,,
24,3,"Être bien dans son corps et dans sa tête.","To feel good physically and mentally.",,,,,
24,4,"J'ai horreur de la routine.","I detest routine.",,,,,
24,5,"J'ai horreur de…","I detest…",,,,,
24,6,"Je suis à la recherche de…","I am looking for…",,,,,
25,1,"Rondes","Ronde",,,,,
25,2,"Ronds","Rond",,,,,
25,3,"Précis","Précis",,,,,
25,4,"Précises","Précise",,,,,
25,5,"Généreux","Généreux",,,,,
25,6,"Généreuses","Généreuse",,,,,
25,7,"Égaux","Égal",,,,,
25,8,"Normaux","Normal",,,,,
26,1,"Boulangère","Boulanger",,,,,
26,2,"Journaliste","Journaliste",,,,,
26,3,"Serveuse","Serveur",,,,,
26,4,"Rêveuse","Rêveur",,,,,
26,5,"Calculatrice","Calculateur",,,,,
26,6,"Actrice","Acteur",,,,,
26,7,"Opticienne","Opticien",,,,,
27,1,"Y avoir","(Infinitive of il y a)",,,,,
27,2,"Accueillir","To welcome, to accommodate",,,,,
27,3,"Animer","To animate (A…)",,,,,
27,4,"Conduire","To drive (a vehicle) (Con…)",,,,,
27,5,"Moi-même","(emphatic) myself (Pronoun) (Moi-m…)",,,,,
27,6,"Achever","To finish, to complete; To finish off (someone who is already incapacitated); (reflexive, s'achever) to finish (Ach…)",,,,,
27,7,"Séjourner","(intransitive) to stay, to sojourn (Sé…)",,,,,
27,8,"Sortir","To exit, go out (S…)",,,,,
27,9,"Juger","To judge (J…)",,,,,
27,10,"Le sculpteur","(art) sculptor (Sc…)",,,,,
27,11,"L'élève","Schoolboy, schoolgirl, schoolchild",,,,,
27,12,"La lutte
une lutte
lutte","Fight, struggle",,,,"noun","fem"
27,13,"L'asile","Retirement home, old people's home; asylum",,,,,
27,14,"Mourir","To die",,,,,
27,15,"Tragique","Tragic (Adj) (Tr...)",,,,,
27,16,"Cependant","Meanwhile (Adv); however, nevertheless, yet, notwithstanding (Conjunction) (Cep...)",,,,,
28,1,"Appris","Apprendre",,,,,
28,2,"Né","Naître",,,,,
28,3,"Offert","Offrir",,,,,
28,4,"Assis","Asseoir",,,,,
28,5,"Eu","Avoir",,,,,
28,6,"Ouvert","Ouvrir",,,,,
28,7,"Voulu","Vouloir",,,,,
28,8,"Vu","Voir",,,,,
28,9,"Mort","Mourir",,,,,
28,10,"Mis","Mettre",,,,,
28,11,"Bu","Boire",,,,,
28,12,"Paru","Paraître",,,,,
28,13,"Couru","Courir",,,,,
28,14,"Pris","Prendre",,,,,
28,15,"Pu","Pouvoir",,,,,
28,16,"Compris","Comprendre",,,,,
28,17,"Conduit","Conduire",,,,,
28,18,"Connu","Connaître",,,,,
28,19,"Permis","Permettre",,,,,
28,20,"Vécu","Vivre",,,,,
28,21,"Venu","Venir",,,,,
28,22,"Plu","Plaire",,,,,
28,23,"Plu","Pleuvoir",,,,,
28,24,"Construit","Construire",,,,,
28,25,"Lu","Lire",,,,,
28,26,"Fallu","Falloir",,,,,
28,27,"Fait","Faire",,,,,
28,28,"Été","Être",,,,,
28,29,"Valu","Valoir",,,,,
28,30,"Tenu","Tenir",,,,,
28,31,"Promis","Promettre",,,,,
28,32,"Reçu","Recevoir",,,,,
28,33,"Écrit","Écrire",,,,,
28,34,"Dit","Dire",,,,,
28,35,"Dû","Devoir",,,,,
28,36,"Revenu","Revenir",,,,,
28,37,"Ri","Rire",,,,,
28,38,"Couvert","Couvrir",,,,,
28,39,"Devenu","Devenir",,,,,
28,40,"Convenu","Convenir",,,,,
28,41,"Su","Savoir",,,,,
28,42,"Suivi","Suivre",,,,,
28,43,"Cru","Croire",,,,,
28,44,"Craint","Craindre",,,,,
28,45,"Tu","Taire",,,,,
28,46,"Acquis","Acquérir",,,,,
28,47,"Déçu","Décevoir",,,,,
28,48,"Découvert","Découvrir",,,,,
28,49,"Instruit","Instruire",,,,,
28,50,"Joint","Joindre",,,,,
28,51,"Peint","Peindre",,,,,
28,52,"Produit","Produire",,,,,
28,53,"Souffert","Souffrir",,,,,
28,54,"Abstenu","Abstenir",,,,,
28,55,"Réduit","Réduire",,,,,
28,56,"Atteint","Atteindre",,,,,
28,57,"Obtenu","Obtenir",,,,,
29,1,"L'apostrophe","Apostrophe",,,,,
29,2,"L'astérisque","Asterisk",,,,,
29,3,"L'égal","Equals sign",,,,,
29,4,"Le pourcent","Percent sign",,,,,
29,5,"L'arobase","The @ symbol",,,,,
29,6,"Le point","Period",,,,,
29,7,"Le guillemet","Quotation mark",,,,,
29,8,"La barre oblique","Forward slash",,,,,
29,9,"Le point d'interrogation","Question mark (Le p... d'i...)",,,,,
29,10,"Le plus","Plus symbol",,,,,
29,11,"Le moins","Minus sign",,,,,
29,12,"Le deux points","Colon",,,,,
